Dates,Stock,Last Price,Open Price,High Price,Low Price,Volume,Bid Price,Ask Price,Market Order Bid Size,Market Order Ask Size,Average Volume 30 Day,Moving Average 20 Day,Turnover / Traded Value,RSI 14 Day,Moving Average 20 Day,Moving Average 50 Day,Moving Average 200 Day,Volatility 30 Day,Implied Volatility Mid,Current Market Cap,VWAP Price
13/12/2019,ALT US Equity,1.72,1.79,1.85,1.71,141597,1.72,1.74,#N/A N/A,#N/A N/A,161172.9667,1.7645,248689.9,43.8606,1.7645,1.8595,2.3428,80.507,#N/A N/A,26.3815,1.7561
16/12/2019,ALT US Equity,1.74,1.73,1.8,1.71,75554,1.72,1.74,#N/A N/A,#N/A N/A,162021.4333,1.771,132661.5,45.1763,1.771,1.8563,2.3382,80.623,#N/A N/A,26.6882,1.7564
17/12/2019,ALT US Equity,1.74,1.73,1.75,1.7053,80677,1.73,1.75,#N/A N/A,#N/A N/A,163178,1.78,139330.7,45.1763,1.78,1.8531,2.3334,80.628,#N/A N/A,26.6882,1.7267
18/12/2019,ALT US Equity,1.71,1.73,1.78,1.71,40686,1.71,1.73,#N/A N/A,#N/A N/A,162631.3667,1.789,70749.77,43.4066,1.789,1.8487,2.3269,80.433,#N/A N/A,26.2281,1.7391
19/12/2019,ALT US Equity,1.78,1.79,1.7948,1.71,119772,1.78,1.79,#N/A N/A,#N/A N/A,163582.7333,1.8005,209544.5,48.4783,1.8005,1.8459,2.3131,81.45,#N/A N/A,27.3018,1.7493
20/12/2019,ALT US Equity,1.76,1.77,1.83,1.74,101502,1.77,1.79,#N/A N/A,#N/A N/A,164765.7667,1.805,181783.9,47.1774,1.805,1.8431,2.3075,81.473,#N/A N/A,26.995,1.7912
23/12/2019,ALT US Equity,1.77,1.76,1.8099,1.73,129933,1.77,1.79,#N/A N/A,#N/A N/A,166637.6333,1.8125,229344.5,47.9298,1.8125,1.8393,2.3024,80.901,#N/A N/A,27.1484,1.765
24/12/2019,ALT US Equity,1.77,1.78,1.81,1.77,70289,1.77,1.79,#N/A N/A,#N/A N/A,164943.4667,1.8185,125609.9,47.9298,1.8185,1.8353,2.2975,80.733,#N/A N/A,27.1484,1.787
25/12/2019,ALT US Equity,1.77,1.78,1.81,1.77,70289,1.77,1.79,#N/A N/A,#N/A N/A,164943.4667,1.8185,125609.9,47.9298,1.8185,1.8353,2.2975,80.733,#N/A N/A,27.1484,1.787
26/12/2019,ALT US Equity,1.79,1.77,1.83,1.77,66780,1.78,1.8,#N/A N/A,#N/A N/A,164590.1333,1.8255,120668.3,49.5951,1.8255,1.8301,2.2922,80.784,#N/A N/A,27.4551,1.8068
27/12/2019,ALT US Equity,1.8,1.76,1.83,1.76,263278,1.8,1.81,#N/A N/A,#N/A N/A,168946.3667,1.8325,470501.4,50.4484,1.8325,1.8255,2.2874,75.85,#N/A N/A,27.6085,1.7871
