Dates,Stock,Last Price,Open Price,High Price,Low Price,Volume,Bid Price,Ask Price,Market Order Bid Size,Market Order Ask Size,Average Volume 30 Day,Moving Average 20 Day,Turnover / Traded Value,RSI 14 Day,Moving Average 20 Day,Moving Average 50 Day,Moving Average 200 Day,Volatility 30 Day,Implied Volatility Mid,Current Market Cap,VWAP Price
25/2/2015,CELH US Equity,0.36,0.34,0.363,0.337,20100,0.34,0.36,#N/A N/A,#N/A N/A,96320.5,0.3034,7029.5,74.9126,0.3034,0.2187,0.2037,130.858,#N/A N/A,19.9968,0.3497
26/2/2015,CELH US Equity,0.34,0.36,0.36,0.34,138912,0.34,0.357,#N/A N/A,#N/A N/A,100925.7,0.3098,48419.78,66.1973,0.3098,0.2224,0.2041,127.328,#N/A N/A,18.8859,0.3486
27/2/2015,CELH US Equity,0.377,0.34,0.377,0.34,82680,0.35,0.377,#N/A N/A,#N/A N/A,103626.2,0.3159,29812.33,72.5114,0.3159,0.2267,0.2046,128.248,#N/A N/A,20.9226,0.3606
2/3/2015,CELH US Equity,0.367,0.35,0.397,0.35,357354,0.36,0.367,#N/A N/A,#N/A N/A,114763.6,0.3221,135173.2,68.7402,0.3221,0.2309,0.205,124.599,#N/A N/A,20.3671,0.3783
3/3/2015,CELH US Equity,0.347,0.367,0.383,0.3,325158,0.333,0.347,#N/A N/A,#N/A N/A,124433.1,0.3271,109193.6,61.8157,0.3271,0.2345,0.2054,126.995,#N/A N/A,19.2562,0.3358
4/3/2015,CELH US Equity,0.33,0.36,0.36,0.3,451176,0.303,0.323,#N/A N/A,#N/A N/A,139276.8,0.3311,137944.4,56.6907,0.3311,0.238,0.2056,126.82,#N/A N/A,18.3304,0.3057
5/3/2015,CELH US Equity,0.31,0.302,0.317,0.3,115218,0.31,0.317,#N/A N/A,#N/A N/A,142907.4,0.3341,34927.32,51.2045,0.3341,0.2413,0.2058,126.876,#N/A N/A,17.2195,0.3031
6/3/2015,CELH US Equity,0.313,0.31,0.313,0.28,193518,0.283,0.313,#N/A N/A,#N/A N/A,148148.4,0.3343,56796.26,52.0376,0.3343,0.2447,0.2061,125.629,#N/A N/A,17.4046,0.2935
9/3/2015,CELH US Equity,0.3,0.287,0.327,0.287,89085,0.3,0.313,#N/A N/A,#N/A N/A,148939.2,0.3343,27183.46,48.4727,0.3343,0.2474,0.2062,127.11,#N/A N/A,16.664,0.3051
10/3/2015,CELH US Equity,0.297,0.303,0.303,0.283,84879,0.283,0.297,#N/A N/A,#N/A N/A,148566.5,0.3343,24841.11,47.5948,0.3343,0.2497,0.2063,125.716,#N/A N/A,16.4789,0.2927
11/3/2015,CELH US Equity,0.273,0.296,0.317,0.257,100950,0.257,0.273,#N/A N/A,#N/A N/A,151841.6,0.333,29130.76,41.8776,0.333,0.2522,0.2067,105.85,#N/A N/A,15.1828,0.2886
12/3/2015,CELH US Equity,0.303,0.267,0.303,0.267,38235,0.274,0.297,#N/A N/A,#N/A N/A,146189.6,0.3327,11073.83,50.1662,0.3327,0.2547,0.2071,97.784,#N/A N/A,16.8492,0.2896
13/3/2015,CELH US Equity,0.325,0.303,0.329,0.277,118920,0.273,0.328,#N/A N/A,#N/A N/A,147046.9,0.3325,35292.74,55.1416,0.3325,0.2578,0.2077,98.432,#N/A N/A,18.0527,0.2968
16/3/2015,CELH US Equity,0.32,0.328,0.328,0.307,39657,0.31,0.323,#N/A N/A,#N/A N/A,140493,0.3325,12760.15,53.8066,0.3325,0.2609,0.208,98.718,#N/A N/A,17.775,0.3218
17/3/2015,CELH US Equity,0.33,0.323,0.33,0.31,207510,0.31,0.33,#N/A N/A,#N/A N/A,144838.7,0.3319,67553.04,56.087,0.3319,0.2642,0.2084,98.924,#N/A N/A,18.3281,0.3255
18/3/2015,CELH US Equity,0.327,0.329,0.33,0.275,58716,0.303,0.327,#N/A N/A,#N/A N/A,144634.4,0.3314,18942.28,55.1184,0.3314,0.2674,0.2088,99.06,#N/A N/A,18.1453,0.3226
19/3/2015,CELH US Equity,0.327,0.327,0.327,0.327,6321,0.307,0.327,#N/A N/A,#N/A N/A,142591.1,0.3302,2064.81,55.1184,0.3302,0.2709,0.2092,77.118,#N/A N/A,18.1453,0.3267
20/3/2015,CELH US Equity,0.327,0.327,0.327,0.327,15234,0.313,0.328,#N/A N/A,#N/A N/A,134785.5,0.3287,4971.77,55.1184,0.3287,0.2738,0.2097,76.583,#N/A N/A,18.1453,0.3264
23/3/2015,CELH US Equity,0.33,0.328,0.33,0.317,150702,0.323,0.33,#N/A N/A,#N/A N/A,131283.9,0.3276,49275.77,56.0661,0.3276,0.277,0.2103,76.483,#N/A N/A,18.3281,0.327
24/3/2015,CELH US Equity,0.36,0.307,0.367,0.303,201990,0.34,0.36,#N/A N/A,#N/A N/A,129860.4,0.3281,67488.5,63.6165,0.3281,0.2811,0.2109,80.454,#N/A N/A,19.9968,0.3316
25/3/2015,CELH US Equity,0.367,0.34,0.367,0.34,19770,0.34,0.367,#N/A N/A,#N/A N/A,128908.4,0.3284,6991.7,65.0519,0.3284,0.285,0.2115,80.193,#N/A N/A,20.3671,0.3537
26/3/2015,CELH US Equity,0.417,0.367,0.417,0.343,213009,0.4,0.417,#N/A N/A,#N/A N/A,129319.7,0.3322,80052.91,73.497,0.3322,0.29,0.2125,86.477,#N/A N/A,23.1445,0.3758
27/3/2015,CELH US Equity,0.417,0.4,0.417,0.383,49335,0.403,0.417,#N/A N/A,#N/A N/A,123606.1,0.3342,19919.18,73.497,0.3342,0.2953,0.2135,85.677,#N/A N/A,23.1445,0.4038
30/3/2015,CELH US Equity,0.417,0.417,0.417,0.397,88308,0.38,0.417,#N/A N/A,#N/A N/A,125992.3,0.3367,36393.65,73.497,0.3367,0.3004,0.2146,83.922,#N/A N/A,23.1445,0.4121
31/3/2015,CELH US Equity,0.417,0.417,0.417,0.41,14550,0.4,0.417,#N/A N/A,#N/A N/A,117104.3,0.3402,6050.68,73.497,0.3402,0.3057,0.2157,83.697,#N/A N/A,23.1445,0.4159
1/4/2015,CELH US Equity,0.43,0.417,0.43,0.417,37515,0.417,0.43,#N/A N/A,#N/A N/A,115693.1,0.3452,15849.5,75.6109,0.3452,0.3113,0.2168,83.469,#N/A N/A,23.8851,0.4225
